Plant_ID,Species,Recorder,Collection_Date,Flower_Count,Flower_1_g,Flower_2_g,Flower_3_g,Flower_4_g,Flower_5_g,Flower_6_g,Flower_7_g,Flower_8_g,Flower_9_g,Flower_10_g,Veg_Mass,NOTES
E7.MICCAL.1,MICCAL,MR,5/17/23,91,0.003,0.0029,0.0018,0.0023,0.0025,0.0033,0.0025,0.0024,0.0017,0.0017,1.17,
F4.MICCAL.1,MICCAL,LS,4/13/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2829,"dead 4/13/2023, died before flowering"
F5.MICCAL.1,MICCAL,HR,5/17/23,280,0.006,0.006,0.0076,0.0064,0.0063,0.0058,0.0085,0.0071,0.0055,0.0063,2.84,
F6.MICCAL.1,MICCAL,MR,5/17/23,686,0.0023,0.0017,0.0019,0.0021,0.0015,0.0022,0.0018,0.0025,0.0012,0.0029,3.57,
G2.MICCAL.1,MICCAL,ASI,5/17/23,99,0.0014,0.00014,0.0014,0.0062,0.0017,0.0024,0.0014,0.0048,0.0048,0.0065,2.56,
G3.MICCAL.1,MICCAL,JBL,5/17/23,764,0.0022,0.0038,0.0019,0.003,0.002,0.0027,0.0038,0.0023,0.0025,0.0024,4.34,
G5.MICCAL.1,MICCAL,AS,5/17/23,107,0.0022,0.0024,0.0025,0.0026,0.0022,0.0025,0.0019,0.0016,0.0032,0.0025,0.7,
H1.MICCAL.1,MICCAL,AS,5/17/23,226,0.0031,0.0033,0.0036,0.0019,0.0013,0.0056,0.0026,0.0021,0.0018,0.0044,1.28,
H4.MICCAL.1,MICCAL,MR,5/17/23,202,0.0028,0.003,0.0029,0.0015,0.0017,0.0019,0.0024,0.0029,0.0022,0.0026,1.23,
H7.MICCAL.1,MICCAL,ASI,5/17/23,130,0.0064,0.0065,0.0011,0.0005,0.0051,0.0024,0.0026,0.0038,0.0032,0.0023,1.95,
H8.MICCAL.1,MICCAL,AS,5/17/23,107,0.0049,0.0057,0.0033,0.0026,0.0033,0.00011,0.0018,0.0024,0.0049,0.0023,0.49,
I2.MICCAL.1,MICCAL,JBL,5/17/23,702,0.0015,0.0016,0.0022,0.0019,0.0018,0.0023,0.002,0.0017,0.0013,0.0018,2.24,
I7.MICCAL.1,MICCAL,JBL,5/17/23,257,0.0075,0.007,0.0067,0.0076,0.0073,0.0082,0.007,0.0061,0.0069,0.0058,2.39,
J3.MICCAL.1,MICCAL,CAM,5/17/23,319,0.0059,0.0037,0.0043,0.004,0.0038,0.0037,0.0056,0.0045,0.0056,0.0029,2.58,
J5.MICCAL.1,MICCAL,AS,5/17/23,116,0.0018,0.0032,0.002,0.002,0.0043,0.0016,0.0016,0.0015,0.0013,0.0026,0.59,
J6.MICCAL.1,MICCAL,JBL,5/17/23,493,0.0017,0.0012,0.0014,0.0042,0.0056,0.0071,0.007,0.0069,0.0056,0.005,3.96,
J8.MICCAL.1,MICCAL,MH,5/17/23,174,0.0046,0.0049,0.005,0.0045,0.0049,0.0046,0.005,0.0049,0.005,0.0046,1.12,
A2.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A4.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B8.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C6.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C7.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D3.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D5.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E2.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E4.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F2.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F7.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
G4.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H3.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I3.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J4.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J7.MIRMUL.1,MIRMUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A2.PHATAN.1,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A4.PHATAN.1,PHATAN,MR,5/1/23,1130,0.0035,0.0036,0.0039,0.0031,0.0035,0.0042,0.0042,0.0042,0.0026,0.0039,10.85,
B8.PHATAN.1,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C6.PHATAN.1,PHATAN,JF,4/12/23,20,0.0043,0.0034,0.0045,0.0036,0.0031,0.0034,0.0047,0.0035,0.0036,0.0044,0.63,
C7.PHATAN.1,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D3.PHATAN.1,PHATAN,HK,5/11/23,4,0.0025,0.0027,0.0034,0.004,NA,NA,NA,NA,NA,NA,0.08,
D5.PHATAN.1,PHATAN,HK,5/11/23,24,0.026,0.02,0.022,0.0035,0.0048,0.0026,0.003,0.0052,0.0051,0.0034,0.13,
E2.PHATAN.1A,PHATAN,HK,4/29/23,11,0.0034,0.0039,0.0033,0.0029,0.0035,0.0043,0.004,0.003,0.004,0.0032,0.26,
E2.PHATAN.1B,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E4.PHATAN.1-E2,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F2.PHATAN.1,PHATAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F7.PHATAN.1,PHATAN,JF,4/8/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,No FLS only PL
G4.PHATAN.1,PHATAN,JF,4/30/23,168,0.0025,0.0021,0.0015,0.0028,0.0033,0.0022,0.0023,0.0031,0.0024,0.0025,1.52,
H3.PHATAN.1,PHATAN,JF,4/13/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,No FLS only PL
I3.PHATAN.1,PHATAN,JF,4/24/23,153,0.0056,0.0054,0.0059,0.0057,0.0059,0.005,0.0045,0.0057,0.006,0.0055,1.65,
J4.PHATAN.1,PHATAN,JF,5/1/23,107,0.0023,0.002,0.0027,0.0026,0.0021,0.0018,0.0019,0.0016,0.0021,0.0022,0.86,not found 5/11/23 - Originally said NA
J7.PHATAN.1,PHATAN,JF,5/1/23,202,0.0035,0.0032,0.0033,0.0037,0.0033,0.003,0.0035,0.0036,0.0034,0.0039,1.31,
A5.PLAERE.1,PLAERE,HK,5/17/23,167,0.0048,0.003,0.005,0.0055,0.0058,0.0039,0.0059,0.0031,0.0027,0.0029,0.2875,
A8.PLAERE.1,PLAERE,HR,5/17/23,122,0.0037,0.0036,0.0038,0.0042,0.0017,0.0032,0.0021,0.0032,0.0037,0.0034,0.35,
B2.PLAERE.1,PLAERE,HK,5/17/23,51,0.003,0.003,0.0025,0.0018,0.0024,0.0049,0.0025,0.0032,0.0023,0.0022,0.01635,
B5.PLAERE.1,PLAERE,AT,5/17/23,707,0.0048,0.0042,0.0029,0.0043,0.0045,0.0045,0.0042,0.0042,0.0046,0.0048,2.01,
C1.PLAERE.1,PLAERE,HK,5/17/23,54,0.0033,0.0068,0.0041,0.0056,0.0073,0.0034,0.0037,0.003,0.004,0.0069,0.1865,
D4.PLAERE.1,PLAERE,HK,5/17/23,108,0.0037,0.0035,0.0023,0.0029,0.004,0.004,0.0042,0.0028,0.0026,0.0032,0.3334,
E7.PLAERE.1,PLAERE,HR,5/17/23,184,0.0026,0.0039,0.0038,0.0043,0.0041,0.0025,0.0034,0.0038,0.0039,0.0037,0.45,
F4.PLAERE.1,PLAERE,HK,5/11/23,145,0.0067,0.0065,0.0053,0.0062,0.006,0.0052,0.0027,0.0043,0.0051,0.0066,0.4207,
F5.PLAERE.1,PLAERE,HK,5/17/23,885,0.0032,0.0026,0.0046,0.0046,0.005,0.0036,0.0025,0.0044,0.0059,0.0026,2.106,
G2.PLAERE.1,PLAERE,AT,5/17/23,533,0.0052,0.0025,0.0051,0.0041,0.003,0.004,0.0044,0.0045,0.0027,0.005,1.59,
G5.PLAERE.1,PLAERE,HR,5/17/23,155,0.0027,0.0027,0.003,0.0025,0.0029,0.0027,0.0022,0.0021,0.0032,0.003,0.41,
H4.PLAERE.1,PLAERE,HR,5/17/23,186,0.0064,0.004,0.0033,0.0058,0.0062,0.0029,0.0033,0.0066,0.0061,0.006,0.69,
H7.PLAERE.1,PLAERE,HR,5/17/23,73,0.003,0.0025,0.0034,0.002,0.0031,0.0023,0.0028,0.0045,0.0038,0.0019,0.21,
I7.PLAERE.1,PLAERE,HR,5/11/23,66,0.0055,0.0055,0.0041,0.0045,0.0061,0.0047,0.005,0.0055,0.0042,0.0058,0.23,
J3.PLAERE.1,PLAERE,HR,5/17/23,24,0.0032,0.0038,0.0026,0.0029,0.0025,0.0033,0.0028,0.0041,0.0022,0.0023,0.25,
J6.PLAERE.1,PLAERE,HK,5/17/23,16,0.0042,0.0037,0.0027,0.0033,0.0024,0.0027,0.0034,0.0026,0.0031,0.0017,0.0425,
A1.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B4.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C3.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C8.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E1.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E3.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F1.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
G6.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
G7.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H2.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H6.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I5.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I6.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I8.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J2.SANBIP.1,SANBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A6.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A7.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B3.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B6.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C2.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D7.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D8.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E5.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
E6.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
F6.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
G3.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H1.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H8.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I2.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J5.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J8.STIPUL.1,STIPUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A3.TORARV.1,TORARV,MH,6/21/23,139,0.00038,0.00038,0.00038,0.00038,0.00038,0.0003,0.0003,0.00046,0.00046,0.00046,1.12,
B1.TORARV.1,TORARV,ASI,6/2/23,41,0.0004,0.0005,0.00055,0.0006,0.00007,0.0009,0.0006,0.0012,0.0006,0.0008,0.43,
B7.TORARV.1,TORARV,MF,6/21/23,278,0.0001,0.00015,0.0003,NA,NA,NA,NA,NA,NA,NA,0.87,only 3 flowers
C4.TORARV.1,TORARV,MH,6/21/23,430,0.00033,0.00033,0.00033,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,4.08,
C5.TORARV.1,TORARV,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,can't find
D2.TORARV.1,TORARV,ASI,6/21/23,79,0.00065,0.0006,0.00045,0.00055,0.00075,0.000035,0.0004,0.00045,0.0005,0.0005,NA,
D6.TORARV.1,TORARV,MF/AS,6/21/23,86,0.0006,0.0005,0.0003,0.000125,0.0003,0.001,0.000066,0.0002,0.00015,NA,0.83,
E8.TORARV.1,TORARV,JBL,6/2/23,31,0.0005,0.0005,0.00045,NA,NA,NA,NA,NA,NA,NA,0.2,
F3.TORARV.1,TORARV,MF,6/21/23,137,0.0005,0.0005,0.00045,0.00045,0.0004,0.00035,0.0006,0.00045,0.0005,0.0009,0.71,
F8.TORARV.1,TORARV,JBL,6/21/23,84,0.000466667,0.000466667,0.0007,0.000166667,0.000366667,0.0002,NA,NA,NA,NA,0.59,
G1.TORARV.1,TORARV,MH,6/2/23,238,0.0002,0.0002,0.00035,0.00035,0.00035,0.00035,0.00025,0.00025,0.00035,0.00035,2.46,
G8.TORARV.1,TORARV,MF,6/21/23,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,no flowers
H5.TORARV.1,TORARV,JBL,6/21/23,143,0.0002,0.000183333,NA,NA,NA,NA,NA,NA,NA,NA,1.17,
I1.TORARV.1,TORARV,MF,6/21/23,699,0.00046,0.00036,0.00053,0.00055,0.0006,0.0005,0.00046,0.0006,0.00046,0.00043,3.09,
I4.TORARV.1,TORARV,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbivory, gone 6/21/23"
J1.TORARV.1,TORARV,AT,6/21/23,19,0.007,0.0051,0.0035,0.0037,0.0075,0.0034,0.0048,0.0032,0.006,0.0058,0.56,
A3.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A5.TRIHIR.1,TRIHIR,MH,6/21/23,827,0.004,0.0039,0.0031,0.0033,0.0041,0.0033,0.0042,0.0072,0.0032,0.0028,4.05,
A8.TRIHIR.1,TRIHIR,HR,7/19/23,4568,0.003,0.0025,0.0024,0.0037,0.0034,0.0042,0.0028,0.002,0.0024,0.0031,13.52,
B1.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B2.TRIHIR.1,TRIHIR,MR,6/21/23,1017,0.003,0.0034,0.0027,0.0034,0.006,0.0043,0.0031,0.0034,0.0032,0.0029,19.43,
B5.TRIHIR.1,TRIHIR,AS/MR,6/21/23,1306,0.0031,0.0044,0.0029,0.004,0.0036,0.004,0.0041,0.0041,0.0043,0.0024,9.78,"2 samples, other done date is 5/19/23"
B7.TRIHIR.1,TRIHIR,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sacraficed
C1.TRIHIR.1,TRIHIR,AS,6/21/23,247,0.0014,0.0027,0.0026,0.0031,0.0023,0.0033,0.0025,0.0036,0.0034,0.0024,0.77,
C4.TRIHIR.1,TRIHIR,AS,6/21/23,91,0.0035,0.0028,0.0037,0.004,0.003,0.0034,0.0033,0.0034,0.0022,0.0041,0.43,
C5.TRIHIR.1,TRIHIR,AS,6/21/23,194,0.0027,0.0041,0.0039,0.0042,0.0022,0.004,0.0041,0.0022,0.0043,0.0034,0.61,
D2.TRIHIR.1,TRIHIR,AS,5/19/23,1082,0.0032,0.0037,0.0033,0.0035,0.0021,0.0041,0.0025,0.0032,0.0029,0.0033,3.85,was written as p2 on bag and envelope
D4.TRIHIR.1,TRIHIR,CAM / WL,6/21/23,1676,0.0055,0.0044,0.0045,0.0048,0.0044,0.0046,0.004,0.0031,0.004,0.0055,8.2,
D6.TRIHIR.1,TRIHIR,MR,7/19/23,224,0.0039,0.0051,0.0051,0.0033,0.0035,0.0058,0.0039,0.0031,0.0034,0.0038,0.96,
E7.TRIHIR.1,TRIHIR,HR,6/21/23,405,0.0018,0.0021,0.0021,0.0022,0.0027,0.0025,0.0028,0.0023,0.0017,0.0022,1.05,
E8.TRIHIR.1,TRIHIR,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not found 7/19/23
F3.TRIHIR.1,TRIHIR,AS,6/21/23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,no green fls
F4.TRIHIR.1,TRIHIR,WL,6/21/23,426,0.0031,0.0034,0.0051,0.0026,0.0022,0.0035,0.003,0.0022,0.0023,0.0028,1.08,
F5.TRIHIR.1,TRIHIR,MH,6/23/23,758,0.0036,0.003,0.002,0.0039,0.0026,0.0031,0.0034,0.0032,0.0025,0.0028,1.86,
F8.TRIHIR.1,TRIHIR,AS,6/21/23,99,0.0035,0.0051,0.0053,0.0084,0.0056,0.0077,0.0051,0.0046,0.0056,0.005,0.36,
G1.TRIHIR.1,TRIHIR,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not found
G2.TRIHIR.1,TRIHIR,JBL,6/21/23,760,0.0027,0.00225,0.004,0.0029,0.0031,0.0027,0.002,0.0029,NA,NA,1.72,
G5.TRIHIR.1,TRIHIR,AS,6/21/23,608,0.0061,0.0031,0.0055,0.0032,0.0021,0.0032,0.0043,0.0056,0.0039,0.0032,,
G8.TRIHIR.1,TRIHIR,JBL,6/21/23,702,0.0032,0.00365,0.0043,0.0038,0.003,0.0031,0.0036,0.0032,0.0047,0.0036,3.23,
H4.TRIHIR.1,TRIHIR,WL,6/21/23,1833,0.0038,0.0049,0.0051,0.0048,0.003,0.0052,0.003,0.0031,0.0027,0.0083,5.15,
H5.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
H7.TRIHIR.1,TRIHIR,AS,6/21/23,865,0.0045,0.0047,0.004,0.0023,NA,NA,NA,NA,NA,NA,2.74,
I1.TRIHIR.1,TRIHIR,MR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not found 5/19/23
I4.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I7.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J1.TRIHIR.1,TRIHIR,WL,6/21/23,107,0.0046,0.0072,0.0042,0.0025,0.0053,0.0024,0.0054,0.0024,0.0049,0.0053,0.5,
J3.TRIHIR.1,TRIHIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
J6.TRIHIR.1,TRIHIR,AS,6/21/23,780,0.004,0.003,0.004,0.003,0.0064,0.0033,0.004,0.0039,0.0023,0.0036,2.04,
A3.VICSAT.1,VICSAT,CM,5/21/23,213,0.0115,0.0088,0.0092,0.0075,0.0077,0.0071,0.0113,0.0117,0.0103,0.0103,34.04,
B1.VICSAT.1,VICSAT,OL,5/21/23,89,0.0083,0.007,0.0077,0.0136,0.0088,0.0053,0.007,0.0078,NA,NA,14.61,
B7.VICSAT.1,VICSAT,JBL,5/21/23,102,0.0065,0.005,0.0071,0.0048,0.0062,NA,NA,NA,NA,NA,14.58,
C4.VICSAT.1,VICSAT,OH,5/21/23,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,"NO FLS, ALL FR"
C5.VICSAT.1,VICSAT,OL,5/21/23,168,0.0126,0.0098,0.0147,NA,NA,NA,NA,NA,NA,NA,27.89,
D2.VICSAT.1,VICSAT,JBL,5/21/23,124,0.0072,0.0076,0.0067,0.0067,0.0075,0.007,0.0074,0.005,0.0063,0.0091,20.37,
D6.VICSAT.1,VICSAT,OL,5/22/23,82,0.008,0.0075,0.0079,0.0073,0.0079,0.009,0.007,0.0054,NA,NA,16.4,
E8.VICSAT.1,VICSAT,OH,5/22/23,130,0.0036,0.0044,0.0044,0.0045,0.0033,0.0046,0.0036,0.0063,0.0038,0.0039,16.82,
F3.VICSAT.1,VICSAT,JBL,5/22/23,100,0.0092,0.0079,0.0086,0.0093,0.0082,0.0075,0.0098,0.009,NA,NA,11.55,
F8.VICSAT.1,VICSAT,OH,5/22/23,22,0.0073,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,3.48,
G1.VICSAT.1,VICSAT,OL,5/22/23,133,0.0091,0.0112,0.0062,0.0073,0.0091,0.0056,0.0057,0.0065,0.0064,0.0059,29.62,
G8.VICSAT.1,VICSAT,CAM,5/22/23,142,0.0021,0.0054,0.0056,0.0035,0.0095,0.0039,0.0035,0.0028,0.0031,0.0026,16.17,
H5.VICSAT.1,VICSAT,CM,?,91,0.0096,,0.0065,0.008,0.008,0.0085,0.0089,0.0084,0.0083,0.0071,13.18,
I1.VICSAT.1,VICSAT,NA,NA,0.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
I4.VICSAT.1,VICSAT,OH,5/22/23,120,0.0074,0.0072,0.0084,0.0114,0.009,0.0096,0.0087,0.0063,0.0068,NA,20.62,
J1.VICSAT.1,VICSAT,CAM,5/22/23,241,0.0114,0.0067,0.0089,0.0083,0.0086,0.0082,0.0069,0.0085,0.0089,0.0094,13.51,